,year,caseID,gender,socialClassSelf,interestElections,wealthPrcnt,partyID,yrsEdu,voteHouseParty,approveOfConservatives,approveOfLiberals,approveOfBusiness,approveOfUnions,approveOfCongress,approveOfMiddleClass,approveOfIllegalAliens,votedForCong,isRepublican,isDemocrat
50096,2012,336,M,5,1,50,1,16,0,60,60,40,60,40,85,15,1,1,0
50097,2012,337,M,,2,50,-3,16,0,40,90,40,90,50,90,90,1,0,1
50098,2012,338,F,5,1,75,-1,16,0,60,50,0,70,40,50,50,1,0,1
50099,2012,339,F,5,2,75,-1,16,0,40,60,50,50,30,50,40,1,0,1
50100,2012,340,M,5,1,98,-2,16,0,50,60,60,60,40,75,50,1,0,1
50101,2012,341,F,5,2,75,1,12,0,70,60,70,70,30,70,0,1,1,0
50102,2012,342,F,5,2,75,-1,12,0,50,50,50,97,50,50,50,1,0,1
50103,2012,343,F,5,2,50,3,14,1,85,30,60,0,40,97,50,1,1,0
50104,2012,344,F,5,1,50,-3,12,0,40,60,30,85,60,97,90,1,0,1
50105,2012,345,M,5,1,50,0,14,0,70,85,85,97,40,85,85,1,0,0
50106,2012,346,F,2,1,50,-2,14,0,50,50,70,40,70,70,0,1,0,1
50107,2012,347,F,5,2,50,1,16,1,60,40,70,40,30,70,40,1,1,0
50108,2012,348,M,5,2,50,-1,,0,50,50,15,85,30,97,0,1,0,1
50109,2012,349,F,,2,28,-3,16,0,40,85,60,85,85,85,85,1,0,1
50110,2012,350,M,1,1,,-1,12,,50,0,97,30,15,15,97,0,0,1
50111,2012,351,F,2,2,50,-2,12,,40,60,30,40,50,50,15,0,0,1
50112,2012,352,M,2,2,28,-2,12,0,50,70,60,60,70,97,50,1,0,1
50113,2012,353,F,2,1,8,-1,12,,40,50,40,60,30,97,15,0,0,1
50114,2012,354,M,2,1,28,1,12,,50,50,60,60,40,60,40,0,1,0
50115,2012,355,F,5,2,28,3,14,1,97,70,40,30,60,97,15,1,1,0
50116,2012,356,M,1,1,50,-1,12,0,50,50,50,50,30,50,50,1,0,1
50117,2012,357,F,5,1,8,-3,12,,50,50,70,70,70,70,60,0,0,1
50118,2012,358,F,2,1,50,-1,14,,,,,,,,,0,0,1
50119,2012,359,F,1,2,8,-2,12,,50,50,40,50,44,40,45,0,0,1
50120,2012,360,M,4,1,8,-3,12,0,40,40,50,50,50,50,0,1,0,1
50121,2012,361,F,,2,8,-1,12,,30,,15,40,,0,50,0,0,1
50122,2012,362,F,4,2,8,-3,14,0,0,50,0,97,50,97,5,1,0,1
50123,2012,363,F,1,2,28,-3,14,0,0,60,60,97,60,70,97,1,0,1
50124,2012,364,F,2,1,50,-3,16,0,50,50,50,85,60,97,50,1,0,1
50125,2012,365,F,2,2,8,3,16,1,60,40,50,50,50,50,50,1,1,0
50126,2012,366,M,2,1,8,-1,12,,70,60,60,60,15,70,50,0,0,1
50127,2012,367,M,2,2,50,2,12,1,85,30,60,30,70,85,30,1,1,0
50128,2012,368,F,2,2,50,-2,12,,70,50,70,70,50,85,30,0,0,1
50129,2012,369,F,5,1,8,-1,12,,70,40,85,60,60,60,0,0,0,1
50130,2012,370,F,2,1,28,-3,10,0,70,70,50,70,60,85,50,1,0,1
50131,2012,371,M,5,2,50,2,16,1,85,40,70,40,60,85,15,1,1,0
50132,2012,372,M,2,1,50,1,12,1,40,50,40,60,50,70,15,1,1,0
50133,2012,373,M,1,1,28,3,12,1,97,0,97,40,50,97,0,1,1,0
50134,2012,374,M,5,2,75,3,12,1,97,0,70,15,30,85,0,1,1,0
50135,2012,375,F,5,2,75,3,14,1,85,15,50,40,30,85,85,1,1,0
50136,2012,376,M,2,2,98,-1,16,0,20,75,50,65,0,97,0,1,0,1
50137,2012,377,M,,1,50,0,16,,0,60,30,15,15,60,30,0,0,0
50138,2012,378,F,5,2,75,-3,16,0,30,70,50,70,30,85,60,1,0,1
50139,2012,379,M,,2,75,-3,16,0,70,70,60,85,97,97,70,1,0,1
50140,2012,380,M,4,2,50,-3,16,0,15,70,30,70,40,70,60,1,0,1
50141,2012,381,M,5,1,75,-2,16,0,40,60,40,40,50,70,40,1,0,1
50142,2012,382,F,5,2,75,-2,16,0,60,70,30,80,50,80,70,1,0,1
50143,2012,383,F,5,2,50,0,12,,40,40,50,85,50,40,15,0,0,0
50144,2012,384,M,2,2,75,3,14,1,60,40,60,85,97,60,60,1,1,0
50145,2012,385,M,,1,8,0,12,,50,50,50,50,60,50,30,0,0,0
50146,2012,386,F,1,2,50,0,14,1,85,0,85,30,40,85,30,1,0,0
50147,2012,387,M,2,1,50,3,14,1,70,40,60,40,40,85,30,1,1,0
50148,2012,388,F,5,2,28,-3,16,0,15,97,50,50,40,85,70,1,0,1
50149,2012,389,M,5,2,,1,14,1,97,0,85,15,30,97,97,1,1,0
50150,2012,390,F,5,2,28,0,16,1,60,30,30,60,30,40,30,1,0,0
50151,2012,391,M,2,2,75,2,14,,40,30,50,15,40,85,30,0,1,0
50152,2012,392,F,2,2,28,2,12,,70,50,50,50,50,60,0,0,1,0
50153,2012,393,M,4,1,75,3,16,1,97,30,85,30,30,97,30,1,1,0
50154,2012,394,M,1,2,28,0,12,,,0,60,97,0,60,0,0,0,0
50155,2012,395,F,5,1,50,3,12,1,70,40,40,60,50,75,30,1,1,0
50156,2012,396,F,,2,8,2,12,,15,85,40,50,85,75,30,0,1,0
50157,2012,397,F,,2,8,-3,10,0,25,70,25,25,0,97,50,1,0,1
50158,2012,398,M,2,2,8,0,12,,,,50,,50,20,15,0,0,0
50159,2012,399,F,,2,28,-2,12,,0,50,50,50,60,50,40,0,0,1
50160,2012,400,F,5,2,28,-3,12,,70,85,85,50,70,85,97,0,0,1
50161,2012,401,M,,2,8,-3,14,0,15,75,15,65,15,,70,1,0,1
50162,2012,402,F,,1,28,3,14,1,60,50,50,70,60,70,15,1,1,0
50163,2012,403,M,5,2,28,-2,16,,70,60,50,85,35,85,30,0,0,1
50164,2012,404,F,5,1,75,3,12,1,97,10,75,50,40,90,0,1,1,0
50165,2012,405,F,2,1,28,-3,12,,70,85,97,,60,97,,0,0,1
50166,2012,406,M,5,2,98,-2,16,0,30,60,40,51,25,85,40,1,0,1
50167,2012,407,M,2,1,75,-1,14,0,60,40,50,50,40,70,30,1,0,1
50168,2012,408,M,2,2,28,1,12,1,85,30,70,15,40,70,15,1,1,0
50169,2012,409,M,5,2,75,0,12,,50,50,30,30,40,60,50,0,0,0
50170,2012,410,F,2,2,,-2,16,,30,85,50,97,50,85,30,0,0,1
50171,2012,411,F,5,2,50,0,12,,70,85,40,70,50,97,0,0,0,0
50172,2012,412,M,5,1,,1,14,1,40,40,85,97,40,70,50,1,1,0
50173,2012,413,F,1,2,50,-1,14,0,60,70,40,40,50,85,40,1,0,1
50174,2012,414,F,1,1,8,-3,12,0,40,50,70,50,50,85,15,1,0,1
50175,2012,415,F,1,2,50,1,12,1,70,50,60,60,40,85,40,1,1,0
50176,2012,416,M,3,2,50,1,12,1,85,15,60,15,15,97,0,1,1,0
50177,2012,417,M,1,2,50,-1,14,1,70,50,70,0,40,85,15,1,0,1
50178,2012,418,M,1,1,28,-3,12,,,,,,,,,0,0,1
50179,2012,419,M,4,2,28,-1,12,,50,50,85,85,70,60,15,0,0,1
50180,2012,420,M,4,1,8,1,12,,60,50,60,85,30,70,30,0,1,0
50181,2012,421,M,5,2,50,1,12,1,70,50,70,30,50,50,0,1,1,0
50182,2012,422,F,1,1,8,-2,12,,50,50,85,50,70,50,85,0,0,1
50183,2012,423,M,4,2,8,0,12,,50,50,50,50,50,50,0,0,0,0
50184,2012,424,F,,1,8,-2,12,,0,85,0,50,50,50,0,0,0,1
50185,2012,425,M,7,2,,3,16,1,78,0,80,50,70,70,0,1,1,0
50186,2012,426,M,2,1,8,3,12,1,50,50,50,97,40,85,0,1,1,0
50187,2012,427,M,4,1,,1,12,1,50,40,60,40,40,70,15,1,1,0
50188,2012,428,F,4,1,8,-2,12,,40,40,60,70,60,85,0,0,0,1
50189,2012,429,F,,1,8,-1,12,,,,,,,,,0,0,1
50190,2012,430,F,1,1,8,0,12,1,60,50,50,50,40,85,30,1,0,0
50191,2012,431,F,0,2,28,0,12,,50,60,50,85,40,50,30,0,0,0
50192,2012,432,M,2,2,8,3,12,,70,30,97,0,0,97,70,0,1,0
50193,2012,433,F,,2,8,0,10,,,50,50,50,,97,0,0,0,0
50194,2012,434,F,5,1,75,0,14,,60,60,60,60,60,60,70,0,0,0
50195,2012,435,M,5,1,75,-1,16,,45,35,75,50,0,97,20,0,0,1
50196,2012,436,F,2,1,8,2,12,,50,50,50,50,50,50,0,0,1,0
50197,2012,437,M,,1,50,3,14,,,,,,,,,0,1,0
50198,2012,438,F,5,1,75,-3,14,0,60,70,70,70,60,97,50,1,0,1
50199,2012,439,M,2,2,75,-2,12,,70,50,40,0,0,85,50,0,0,1
50200,2012,440,M,,2,28,-3,12,,70,50,40,85,60,70,0,0,0,1
50201,2012,441,M,1,2,75,-3,16,0,60,85,60,85,60,97,97,1,0,1
50202,2012,442,F,1,1,50,0,14,,97,50,70,50,50,50,70,0,0,0
50203,2012,443,F,,1,8,-3,12,0,70,50,30,50,70,70,5,1,0,1
50204,2012,444,M,2,2,75,3,14,1,85,60,40,0,15,70,15,1,1,0
50205,2012,445,F,5,1,98,-1,14,,85,85,70,70,70,85,50,0,0,1
50206,2012,446,M,4,2,50,-1,14,,40,70,60,50,15,85,50,0,0,1
50207,2012,447,F,,2,75,0,16,,70,50,50,70,70,97,30,0,0,0
50208,2012,448,M,1,1,8,2,14,,50,60,50,50,50,70,0,0,1,0
50209,2012,449,F,5,2,75,1,14,1,60,60,60,50,40,60,50,1,1,0
50210,2012,450,M,5,1,50,2,16,1,60,40,50,40,40,70,40,1,1,0
50211,2012,451,F,3,2,75,0,14,,,,50,,,50,0,0,0,0
50212,2012,452,M,5,2,50,-3,16,0,15,60,50,60,85,60,60,1,0,1
50213,2012,453,M,2,2,50,-1,14,0,50,50,40,60,15,85,40,1,0,1
50214,2012,454,F,5,2,50,2,14,1,75,45,60,55,60,75,0,1,1,0
50215,2012,455,F,2,1,50,-3,12,,50,50,75,97,50,50,40,0,0,1
50216,2012,456,F,1,1,28,-1,14,,50,50,50,50,50,85,85,0,0,1
50217,2012,457,F,5,1,,-2,14,1,50,50,50,50,50,97,30,1,0,1
50218,2012,458,M,3,1,50,-1,14,0,50,50,60,40,70,80,30,1,0,1
50219,2012,459,F,5,2,75,3,14,1,97,0,85,15,30,85,30,1,1,0
50220,2012,460,F,3,2,28,2,12,,85,30,60,0,60,97,0,0,1,0
50221,2012,461,M,,1,50,2,16,,0,0,50,0,10,85,40,0,1,0
50222,2012,462,M,2,2,8,3,16,1,85,25,75,30,25,85,60,1,1,0
50223,2012,463,F,5,2,,1,14,1,85,40,30,50,30,85,30,1,1,0
50224,2012,464,F,,1,8,2,16,,60,60,70,60,60,97,15,0,1,0
50225,2012,465,F,2,2,50,-3,16,,,,,,,,,0,0,1
50226,2012,466,M,5,2,75,2,16,,70,30,70,0,40,70,40,0,1,0
50227,2012,467,F,5,1,28,2,12,,60,50,70,15,60,97,0,0,1,0
50228,2012,468,F,5,2,50,-2,16,0,30,85,30,60,50,97,70,1,0,1
50229,2012,469,F,1,2,8,-2,14,,3,90,30,50,50,90,3,0,0,1
50230,2012,470,F,5,1,75,-1,16,0,40,85,40,70,40,85,60,1,0,1
50231,2012,471,F,1,2,,-2,12,0,,,,60,,85,50,1,0,1
50232,2012,472,M,2,2,28,-1,12,0,50,50,30,60,50,85,85,1,0,1
50233,2012,473,F,3,1,28,3,14,1,97,15,60,50,60,97,0,1,1,0
50234,2012,474,F,5,2,50,3,,1,85,0,15,85,70,97,0,1,1,0
50235,2012,475,F,2,2,50,2,12,1,40,50,40,50,70,85,50,1,1,0
50236,2012,476,M,1,1,28,-2,12,,97,97,97,85,85,97,30,0,0,1
50237,2012,477,F,,2,28,-3,12,0,,,,50,50,50,40,1,0,1
50238,2012,478,F,5,2,50,-2,14,,50,50,40,40,50,85,30,0,0,1
50239,2012,479,F,1,2,28,1,14,,60,50,60,60,50,85,0,0,1,0
50240,2012,480,F,2,2,50,2,14,,70,70,60,15,40,85,15,0,1,0
50241,2012,481,M,2,2,75,-1,14,,60,40,70,0,85,70,50,0,0,1
50242,2012,482,F,2,2,50,-3,14,0,45,75,35,80,45,75,0,1,0,1
50243,2012,483,F,2,2,28,-2,14,0,40,50,50,50,50,75,40,1,0,1
50244,2012,484,M,5,2,,3,12,0,85,85,50,85,0,97,0,1,1,0
50245,2012,485,M,1,1,50,-1,14,0,50,60,85,60,50,85,85,1,0,1
50246,2012,486,M,2,2,50,-1,14,0,40,70,50,70,30,85,50,1,0,1
50247,2012,487,F,2,2,28,-2,12,,50,50,50,50,50,50,50,0,0,1
50248,2012,488,M,2,1,50,-3,14,0,40,60,15,50,40,60,40,1,0,1
50249,2012,489,F,2,1,8,-1,14,0,35,75,65,75,30,70,40,1,0,1
50250,2012,490,F,2,1,8,-2,12,,,,,,,,,0,0,1
50251,2012,491,M,1,2,50,1,12,,50,50,50,50,50,50,50,0,1,0
50252,2012,492,F,4,2,8,0,12,,50,50,60,70,50,70,97,0,0,0
50253,2012,493,F,5,2,50,-2,14,0,35,80,50,45,60,97,97,1,0,1
50254,2012,494,M,5,2,,1,16,1,50,40,50,50,40,50,50,1,1,0
50255,2012,495,M,2,2,8,-3,14,,30,70,50,85,50,70,70,0,0,1
50256,2012,496,M,1,1,8,-2,12,1,60,50,60,85,70,85,0,1,0,1
50257,2012,497,F,1,2,8,-3,12,,15,15,70,40,50,70,70,0,0,1
50258,2012,498,M,1,2,8,-3,14,,0,50,50,97,50,60,40,0,0,1
50259,2012,499,M,1,1,28,-3,12,,,,,,,,,0,0,1
50260,2012,500,F,,1,28,-1,12,,59,50,60,50,60,60,,0,0,1
50261,2012,501,F,2,1,8,-1,14,,50,50,70,50,60,60,85,0,0,1
50262,2012,502,M,2,2,75,3,14,,97,50,97,15,60,97,0,0,1,0
50263,2012,503,M,1,2,,-2,12,,50,50,50,60,50,70,70,0,0,1
50264,2012,504,F,5,2,50,-2,16,0,0,60,40,85,60,60,85,1,0,1
50265,2012,505,M,5,1,50,-2,12,,60,50,70,70,70,85,97,0,0,1
50266,2012,506,F,5,2,8,3,12,1,70,50,50,50,40,50,85,1,1,0
50267,2012,507,M,2,2,50,-2,12,,40,50,50,30,60,85,70,0,0,1
50268,2012,508,M,2,2,50,-2,14,,40,50,15,85,40,85,50,0,0,1
50269,2012,509,F,2,2,28,-3,12,,50,50,40,85,60,85,40,0,0,1
50270,2012,510,F,,1,28,-3,16,,40,40,85,60,30,85,97,0,0,1
50271,2012,511,M,2,2,50,-3,14,,30,70,30,30,85,97,70,0,0,1
50272,2012,512,M,5,2,50,-1,12,,70,85,70,70,70,97,50,0,0,1
50273,2012,513,F,2,2,50,-3,16,0,30,70,15,60,60,85,70,1,0,1
50274,2012,514,M,2,1,8,-2,12,,60,50,50,85,60,60,60,0,0,1
50275,2012,515,M,4,2,8,-2,12,,97,70,40,85,70,85,97,0,0,1
50276,2012,516,F,2,2,50,-3,14,,50,50,40,60,60,70,85,0,0,1
50277,2012,517,F,5,1,50,-3,12,0,15,97,40,70,50,85,40,1,0,1
50278,2012,518,M,,2,8,-2,10,0,97,85,85,60,0,97,80,1,0,1
50279,2012,519,M,2,2,50,-3,14,0,50,50,60,70,70,70,60,1,0,1
50280,2012,520,F,2,2,75,-3,14,0,70,60,0,15,40,85,60,1,0,1
50281,2012,521,M,2,1,28,-3,14,,50,40,15,50,50,85,0,0,0,1
50282,2012,522,F,2,2,8,-2,14,0,50,60,85,85,50,85,60,1,0,1
50283,2012,524,F,2,1,50,2,14,1,85,60,85,70,60,85,85,1,1,0
50284,2012,525,F,4,1,8,-1,12,,,,,,,,,0,0,1
50285,2012,526,F,5,2,75,-1,14,0,30,70,30,60,60,85,0,1,0,1
50286,2012,527,F,5,2,,-2,12,,50,50,50,40,40,50,85,0,0,1
50287,2012,528,M,1,2,28,-2,12,,50,50,50,50,50,50,50,0,0,1
50288,2012,529,M,2,2,75,-1,12,0,15,0,0,97,15,97,60,1,0,1
50289,2012,530,M,4,1,50,2,12,,50,50,70,50,50,50,0,0,1,0
50290,2012,531,M,2,2,28,-3,10,0,70,60,85,70,85,70,70,1,0,1
50291,2012,532,M,5,1,28,-1,14,,50,85,50,70,60,85,50,0,0,1
50292,2012,533,M,4,1,50,-2,12,,50,,70,,60,85,97,0,0,1
50293,2012,534,F,2,1,75,3,16,1,50,50,30,15,40,97,60,1,1,0
50294,2012,535,M,5,1,50,-3,16,0,85,60,40,60,60,85,50,1,0,1
50295,2012,536,F,3,1,50,1,14,,50,50,85,97,85,97,97,0,1,0
50296,2012,537,F,1,1,75,0,12,0,60,50,40,0,60,97,15,1,0,0
50297,2012,538,M,5,1,75,-2,16,0,60,50,30,60,60,85,70,1,0,1
50298,2012,539,M,5,1,75,2,14,,60,50,50,40,40,85,30,0,1,0
50299,2012,540,F,5,2,50,-3,10,0,70,50,70,50,70,85,50,1,0,1
50300,2012,541,M,2,1,75,-3,16,0,60,70,60,60,60,97,97,1,0,1
50301,2012,542,M,5,2,75,0,12,,85,0,85,60,40,85,30,0,0,0
50302,2012,543,F,5,1,8,-3,12,0,60,40,60,50,60,85,60,1,0,1
50303,2012,544,F,2,1,50,-1,12,,60,60,60,70,60,60,97,0,0,1
50304,2012,545,M,4,2,75,-2,14,0,60,30,60,50,40,70,60,1,0,1
50305,2012,546,M,1,2,8,0,12,,50,50,50,60,50,60,50,0,0,0
50306,2012,547,F,2,1,,-2,12,,,,,,,,,0,0,1
50307,2012,548,M,2,2,8,-3,12,,60,50,85,85,50,70,,0,0,1
50308,2012,549,F,5,2,8,1,12,,85,50,70,97,70,85,60,0,1,0
50309,2012,550,M,2,2,50,-3,10,0,85,50,50,70,85,97,50,1,0,1
50310,2012,551,M,5,2,75,-3,16,0,50,70,70,50,40,85,70,1,0,1
50311,2012,552,F,2,2,50,-3,16,0,60,60,60,60,85,85,40,1,0,1
50312,2012,553,M,5,2,50,-3,16,0,97,0,0,50,0,97,50,1,0,1
50313,2012,554,F,5,2,50,-3,16,0,15,70,15,70,60,97,,1,0,1
50314,2012,555,F,5,2,50,-3,12,0,50,50,40,85,0,97,50,1,0,1
50315,2012,556,M,2,1,28,-1,14,0,85,85,70,60,85,85,85,1,0,1
50316,2012,557,F,1,1,28,-3,16,0,50,85,50,50,50,70,50,1,0,1
50317,2012,558,M,5,2,8,-3,14,0,60,40,30,50,40,70,60,1,0,1
50318,2012,559,M,1,1,8,-1,12,,85,70,85,85,70,97,85,0,0,1
50319,2012,560,M,4,2,8,-3,12,0,70,50,85,50,60,85,40,1,0,1
50320,2012,561,F,4,1,50,-3,16,0,50,50,50,50,70,70,50,1,0,1
50321,2012,562,F,4,1,50,-3,12,1,50,0,15,50,0,50,15,1,0,1
50322,2012,563,F,2,2,50,-1,16,0,30,50,0,60,40,60,15,1,0,1
50323,2012,564,F,1,2,50,-3,16,0,50,40,65,65,40,75,40,1,0,1
50324,2012,565,F,4,1,50,-1,12,0,50,50,70,70,50,70,0,1,0,1
50325,2012,566,M,2,1,75,-3,12,0,50,85,85,60,85,85,60,1,0,1
50326,2012,567,F,2,2,75,-1,16,0,40,60,40,50,40,60,20,1,0,1
50327,2012,568,M,3,1,75,-2,14,0,30,70,30,60,60,70,50,1,0,1
50328,2012,569,M,1,1,50,-3,14,0,30,40,70,85,85,97,70,1,0,1
50329,2012,570,F,1,1,50,-3,16,0,70,60,60,85,85,97,60,1,0,1
50330,2012,571,M,2,1,50,-3,12,0,50,50,15,50,30,50,50,1,0,1
50331,2012,572,F,2,2,50,-3,14,0,40,85,70,70,40,85,97,1,0,1
50332,2012,573,F,5,1,28,-3,12,0,50,50,70,50,70,85,50,1,0,1
50333,2012,574,F,5,2,50,-3,14,0,50,50,50,50,50,97,50,1,0,1
50334,2012,575,M,5,2,50,-2,14,0,85,60,50,97,15,97,15,1,0,1
50335,2012,576,F,5,2,75,-3,16,0,50,50,40,30,15,50,40,1,0,1
50336,2012,577,F,5,2,50,-3,14,0,60,60,60,70,60,85,15,1,0,1
50337,2012,578,M,3,1,,1,12,,,,85,70,,85,97,0,1,0
50338,2012,579,M,1,2,75,1,14,,30,40,10,0,0,90,0,0,1,0
50339,2012,580,M,5,2,,-3,14,0,40,97,97,97,97,97,60,1,0,1
50340,2012,581,F,1,2,28,-3,12,,60,50,50,60,70,70,85,0,0,1
50341,2012,582,F,4,2,8,0,12,,,50,97,60,70,85,70,0,0,0
50342,2012,583,M,2,2,28,-3,12,0,40,40,50,50,50,90,60,1,0,1
50343,2012,584,F,1,1,50,-1,14,0,50,50,70,85,70,50,50,1,0,1
50344,2012,585,F,1,1,8,-2,12,,,,,,,,,0,0,1
50345,2012,586,F,5,2,50,-3,12,0,60,85,85,85,70,97,85,1,0,1
50346,2012,587,M,4,1,50,-1,12,0,50,50,50,50,50,50,50,1,0,1
50347,2012,588,F,1,2,8,-3,12,0,70,60,70,70,85,97,,1,0,1
50348,2012,589,F,5,2,50,-3,12,0,60,70,85,50,60,85,85,1,0,1
50349,2012,590,M,1,2,50,1,12,,40,50,50,60,40,50,15,0,1,0
50350,2012,591,F,2,1,8,-3,14,0,50,50,85,70,60,85,0,1,0,1
50351,2012,592,M,2,1,8,-3,12,0,85,50,50,97,60,97,15,1,0,1
50352,2012,593,F,2,2,50,-3,14,0,60,60,60,50,40,97,70,1,0,1
50353,2012,594,F,2,1,50,-3,12,,,,,,,,,0,0,1
50354,2012,595,F,2,1,50,-1,16,0,60,70,60,60,70,60,70,1,0,1
50355,2012,596,F,2,2,50,-1,16,0,70,60,60,40,60,97,40,1,0,1
50356,2012,597,F,2,2,50,-1,12,,40,70,50,70,50,50,85,0,0,1
50357,2012,598,F,1,2,28,-3,12,,50,70,50,70,70,70,0,0,0,1
50358,2012,599,M,,2,50,-2,12,0,0,50,50,50,60,85,40,1,0,1
50359,2012,600,M,1,1,28,-2,14,0,60,70,40,70,50,70,40,1,0,1
50360,2012,601,M,2,1,28,-2,14,0,30,85,70,60,50,60,60,1,0,1
50361,2012,602,F,5,1,75,-1,16,,,,,,,,,0,0,1
50362,2012,603,M,2,2,98,-3,12,0,40,70,50,70,60,85,30,1,0,1
50363,2012,604,F,,1,8,-3,14,,,,,,,,,0,0,1
50364,2012,605,M,1,1,8,-3,12,,50,50,85,50,50,60,50,0,0,1
50365,2012,606,F,5,2,50,-3,14,0,50,50,60,97,30,97,60,1,0,1
50366,2012,607,F,5,1,28,-3,16,0,30,85,35,97,30,97,50,1,0,1
50367,2012,608,F,,1,50,0,16,,60,60,70,60,60,70,15,0,0,0
50368,2012,609,F,,1,,-3,12,,30,60,30,40,60,60,0,0,0,1
50369,2012,610,M,1,2,50,-3,14,,50,50,85,85,50,85,0,0,0,1
50370,2012,611,F,5,2,8,-3,14,0,50,30,70,50,30,97,30,1,0,1
50371,2012,612,F,2,2,50,-3,14,0,70,60,60,70,70,97,85,1,0,1
50372,2012,613,F,2,2,50,-3,14,0,50,85,70,97,85,97,0,1,0,1
50373,2012,614,M,5,1,,-1,12,,50,90,45,85,75,95,40,0,0,1
50374,2012,615,F,2,1,75,-1,16,,15,50,85,60,50,60,50,0,0,1
50375,2012,616,F,1,1,8,-2,14,0,50,50,40,70,60,60,50,1,0,1
50376,2012,617,F,3,2,8,-3,16,0,30,85,30,50,40,85,50,1,0,1
50377,2012,618,M,4,2,28,-1,14,0,60,70,70,60,60,97,50,1,0,1
50378,2012,619,F,,1,8,-3,14,0,50,50,50,70,60,50,50,1,0,1
50379,2012,620,F,,1,8,0,12,,,,,,,97,0,0,0,0
50380,2012,621,F,4,2,28,-3,14,0,50,50,50,50,50,50,15,1,0,1
50381,2012,622,F,2,1,75,-3,12,,0,97,40,97,50,97,30,0,0,1
50382,2012,623,F,1,1,28,0,12,,60,70,50,50,60,97,70,0,0,0
50383,2012,624,F,2,1,50,0,14,,60,40,30,30,60,85,85,0,0,0
50384,2012,625,M,2,2,50,3,12,1,50,15,97,97,15,97,0,1,1,0
50385,2012,626,M,2,2,50,1,12,,40,15,85,70,60,60,60,0,1,0
50386,2012,627,F,2,1,28,-2,16,,15,70,30,60,50,60,15,0,0,1
50387,2012,628,F,5,1,8,-2,10,0,40,85,85,85,60,97,60,1,0,1
50388,2012,629,M,2,1,8,-3,10,1,50,70,70,50,70,70,97,1,0,1
50389,2012,630,F,2,2,8,-3,14,,50,50,60,97,70,85,0,0,0,1
50390,2012,631,F,,1,75,-3,14,0,85,85,70,70,85,97,85,1,0,1
50391,2012,632,M,,1,8,-2,12,1,50,50,50,60,60,50,60,1,0,1
50392,2012,633,M,,2,8,0,10,,50,50,70,70,60,70,40,0,0,0
50393,2012,634,M,2,1,28,-1,12,,60,70,70,70,70,85,85,0,0,1
50394,2012,635,F,4,2,50,-3,14,,60,50,30,30,30,97,85,0,0,1
50395,2012,636,M,1,2,,-2,12,,,,,,,,,0,0,1
50396,2012,637,M,,2,8,0,12,,,,,,,,,0,0,0
50397,2012,638,F,2,1,50,1,14,0,50,60,40,60,50,85,50,1,1,0
50398,2012,639,F,1,2,50,-2,12,0,60,40,60,15,60,85,30,1,0,1
50399,2012,640,M,2,2,98,-2,14,0,60,60,60,60,70,70,60,1,0,1
50400,2012,641,F,2,1,,-3,12,,,,,,,,,0,0,1
50401,2012,642,F,5,1,75,-1,16,,,,,,,,,0,0,1
50402,2012,643,F,2,1,50,-3,14,,50,50,50,50,50,85,70,0,0,1
50403,2012,644,F,2,2,28,-3,14,0,,50,30,15,50,50,97,1,0,1
50404,2012,645,M,2,2,50,-1,12,,,,,,,,,0,0,1
50405,2012,646,F,2,1,,-2,16,0,60,70,70,85,70,70,70,1,0,1
50406,2012,647,M,1,1,8,0,12,,30,40,,40,15,,97,0,0,0
50407,2012,648,M,1,2,28,-3,12,0,97,50,50,70,97,97,59,1,0,1
50408,2012,649,F,1,2,28,-3,12,0,70,60,70,85,85,85,15,1,0,1
50409,2012,650,M,2,2,,-2,14,0,30,40,50,85,0,97,85,1,0,1
50410,2012,651,F,4,1,50,-2,12,0,60,60,60,55,65,65,70,1,0,1
50411,2012,652,M,5,2,50,-3,14,0,50,60,60,85,60,70,60,1,0,1
50412,2012,653,F,1,2,28,-3,14,0,50,0,50,97,60,85,70,1,0,1
50413,2012,654,F,1,2,28,-3,12,0,15,60,0,85,15,97,70,1,0,1
50414,2012,655,M,2,1,50,-2,12,,50,50,40,85,50,85,60,0,0,1
50415,2012,656,M,2,1,50,1,12,,50,50,50,60,50,97,97,0,1,0
50416,2012,657,F,2,2,28,-3,14,0,70,70,0,40,40,50,97,1,0,1
50417,2012,658,M,2,2,28,-1,14,0,40,50,40,97,70,50,50,1,0,1
50418,2012,659,F,6,2,28,-3,12,0,,75,44,70,30,97,30,1,0,1
50419,2012,660,M,2,1,8,-3,12,0,85,15,60,85,70,70,40,1,0,1
50420,2012,661,F,2,2,50,-3,14,0,70,85,70,85,60,70,50,1,0,1
50421,2012,662,F,5,2,50,-3,16,0,15,97,30,97,0,97,15,1,0,1
50422,2012,663,F,1,1,50,0,12,,,,50,70,50,60,85,0,0,0
50423,2012,664,M,2,2,75,-3,12,,,,,,,,,0,0,1
50424,2012,665,F,,2,75,0,12,,,,,,,,,0,0,0
50425,2012,666,M,1,1,50,-1,12,,50,50,50,70,50,85,85,0,0,1
50426,2012,667,F,2,1,75,-1,14,0,40,60,60,60,50,70,70,1,0,1
50427,2012,668,F,5,2,8,-1,12,,70,60,70,70,70,85,50,0,0,1
50428,2012,669,M,1,2,8,1,12,,60,50,40,30,40,70,50,0,1,0
