,districtFull,medianIncome,meanIncome,over75,over200,l150h200,under50,under40,under25,prcntCollege,prcntWhite,prcntBlack,prcntAsian,prcntLat,industry,rural,urbanLoose,urbanStrict,urbanAll,district,state,distNum,handle,party,policy,homestyle,other,prcntHome,prcntPolicy,prcntHomeOther
100,"Congressional District 16 (113th Congress), New York",61876,98660,42.1,10.4,6.5,41.7,30.6,22,37.6,50.2,34,5.6,23.5,0.1,0,1,0,1,NY-16,NY,16,repeliotengel,D,397,192,2,0.324873096,0.671742809,0.325976231
101,"Congressional District 16 (113th Congress), Ohio",57634,72869,36.6,3.5,4.2,42.8,27.9,17.6,30.9,95.3,2.6,2.5,2,1.1,0.137689169,0.793783892,0.06852694,0.862310831,OH-16,OH,16,repjimrenacci,R,819,847,6,0.506578947,0.489832536,0.508403361
102,"Congressional District 16 (113th Congress), Pennsylvania",51622,66160,32,2.8,4,48.3,33.7,23,23.6,85.8,8,2.1,16.7,3.2,0.129064353,0.86044711,0.010488536,0.870935647,PA-16,PA,16,repjoepitts,R,648,80,0,0.10989011,0.89010989,0.10989011
103,"Congressional District 16 (113th Congress), Texas",41325,57148,24.3,2.3,3,58.3,43,31.1,22.4,83.2,4.2,1.8,79.6,0.7,0.017746875,0.982253125,0,0.982253125,TX-16,TX,16,betoorourke,D,278,184,4,0.394849785,0.596566524,0.398268398
104,"Congressional District 17 (113th Congress), California",97228,114629,60.9,14.2,12.4,25.2,17,11.7,51.1,38.1,3.5,52.4,17.7,0.2,0.002504556,0.997495444,0,0.997495444,CA-17,CA,17,repsamfarr,D,398,276,7,0.405286344,0.584434655,0.409495549
105,"Congressional District 17 (113th Congress), California",97228,114629,60.9,14.2,12.4,25.2,17,11.7,51.1,38.1,3.5,52.4,17.7,0.2,0.002504556,0.997495444,0,0.997495444,CA-17,CA,17,repmikehonda,D,751,404,5,0.348275862,0.647413793,0.34978355
106,"Congressional District 17 (113th Congress), Florida",41906,55078,23.2,1.6,2,57.7,41.7,28.2,18.2,86.2,9.8,1.6,17.3,7.2,0.210096897,0.667689931,0.122213172,0.789903103,FL-17,FL,17,tomrooney,R,1846,578,22,0.23630417,0.754701554,0.238448845
107,"Congressional District 17 (113th Congress), Illinois",42262,54021,23.2,1.3,2.1,57.3,41.4,29.1,17.3,85,12.5,1.4,8.4,2.5,0.276640964,0.499931542,0.223427494,0.723359036,IL-17,IL,17,repcheri,D,244,244,2,0.497959184,0.497959184,0.5
108,"Congressional District 17 (113th Congress), New York",86396,122633,55.9,15.3,10.7,29.3,20.2,13.8,43.7,72.8,12.1,6.7,20.4,0.2,0.017119917,0.982880083,0,0.982880083,NY-17,NY,17,nitalowey,D,579,273,4,0.318925234,0.676401869,0.320422535
109,"Congressional District 17 (113th Congress), Pennsylvania",47222,60573,28.8,1.9,3.2,52.8,37.7,26.3,19.8,90.6,6.9,2,7.5,1,0.212482309,0.575041603,0.212476088,0.787517691,PA-17,PA,17,cartwrightpa,D,203,293,1,0.589537223,0.408450704,0.590725806
110,"Congressional District 17 (113th Congress), Texas",43653,59473,27.5,2.7,3.1,55.3,41.3,29.6,28.2,77.3,14.3,4.8,23.7,3,0.265684646,0.663921755,0.070393599,0.734315354,TX-17,TX,17,repbillflores,R,1727,999,45,0.360519668,0.623240707,0.36647102
111,"Congressional District 18 (113th Congress), Florida",49482,75484,33.1,5.3,4.5,50.4,34.4,23.1,29.3,82.9,12.9,2.4,14.3,1,0.032358755,0.951403807,0.016237438,0.967641245,FL-18,FL,18,patrickmurphyfl,D,318,510,3,0.613718412,0.38267148,0.615942029
112,"Congressional District 18 (113th Congress), Illinois",57184,72423,36.8,3.7,4.5,43.5,29.9,19.8,29.7,92.7,4.7,2.7,2.5,2.6,0.366278429,0.397653063,0.236068508,0.633721571,IL-18,IL,18,repaaronschock,R,32,36,0,0.529411765,0.470588235,0.529411765
113,"Congressional District 18 (113th Congress), New York",75312,99609,50.2,9.3,8.8,33.9,23.8,16.1,34.5,80.6,10.7,3.7,15.1,0.7,0.187506949,0.719856947,0.092636104,0.812493051,NY-18,NY,18,spmaloney,D,178,164,2,0.476744186,0.51744186,0.479532164
114,"Congressional District 18 (113th Congress), Pennsylvania",57365,74536,37.2,4.2,5.2,43.5,30,19.9,32.9,95.4,3.1,2.1,1.3,1.3,0.185777089,0.794016067,0.020206844,0.814222911,PA-18,PA,18,reptimmurphy,R,845,348,6,0.290241868,0.704753962,0.291701593
115,"Congressional District 18 (113th Congress), Texas",38668,55559,23,2.9,2.4,60.7,46.3,33.5,18.8,47.8,40.3,4,40,2.2,0.00050783,0.99949217,0,0.99949217,TX-18,TX,18,jacksonleetx18,D,870,586,9,0.4,0.593856655,0.402472527
116,"Congressional District 19 (113th Congress), Florida",49270,75915,30.8,5.7,3.9,50.6,35.2,22.4,28.5,87,8.3,1.8,17.7,1,0.046294343,0.949081159,0.004624498,0.953705657,FL-19,FL,19,treyradel,R,1900,1177,21,0.379922531,0.613298903,0.382515437
117,"Congressional District 19 (113th Congress), New York",55541,72176,35.6,3.7,4.6,45.2,31.6,21.8,26.7,92,5.6,2,6.5,2.2,0.69902988,0.170715072,0.130255048,0.30097012,NY-19,NY,19,repchrisgibson,R,186,486,2,0.721068249,0.275964392,0.723214286
118,"Congressional District 19 (113th Congress), Texas",42499,58681,25,2.5,2.9,56.5,42,29.1,21.3,84.8,7.1,1.6,34.7,7.7,0.268856128,0.501668348,0.229475524,0.731143872,TX-19,TX,19,randyneugebauer,R,2064,1000,28,0.323415265,0.667529107,0.326370757
119,"Congressional District 2 (113th Congress), Alabama",42015,55745,24.5,1.8,2.5,57.3,42.4,30.4,21,67.4,30.7,1.5,3.6,2.2,0.470109226,0.367654899,0.162235875,0.529890774,AL-02,AL,2,repmartharoby,R,1949,1227,16,0.384398496,0.610588972,0.386335013
120,"Congressional District 2 (113th Congress), Arizona",46546,63530,29,3,3.4,53,38.5,26.4,31.7,85.8,5.2,4,25.9,1.2,0.108092683,0.766048271,0.125859046,0.891907317,AZ-02,AZ,2,repronbarber,D,597,684,8,0.53064391,0.463149728,0.533957845
121,"Congressional District 2 (113th Congress), Arkansas",46189,61855,28.8,2.6,3.4,53.3,39.2,27.5,27.1,75.4,22.5,1.8,4.9,1.7,0.289959869,0.644381977,0.065658153,0.710040131,AR-02,AR,2,reptimgriffin,R,2132,1014,17,0.320581726,0.674043629,0.32231405
122,"Congressional District 2 (113th Congress), California",59262,90976,40.7,9,6.3,43.1,30.9,21.7,38.2,84.9,2.5,5.1,16.7,3.1,0.273029043,0.482450145,0.244520812,0.726970957,CA-02,CA,2,rephuffman,D,531,198,1,0.271232877,0.72739726,0.271604938
123,"Congressional District 2 (113th Congress), Colorado",65219,88291,43.6,7.2,7.4,38.8,26.4,18.4,51.8,93.2,1.4,3.9,9.8,1.9,0.242968432,0.616832531,0.140199037,0.757031568,CO-02,CO,2,jaredpolis,D,2056,1113,17,0.349340866,0.645323289,0.351214894
124,"Congressional District 2 (113th Congress), Connecticut",70527,87410,47,6,7.8,35.5,23.3,15.7,32.6,90.2,5.4,3.7,7.1,0.7,0.312435448,0.595317404,0.092247148,0.687564552,CT-02,CT,2,repjoecourtney,D,1408,1409,6,0.499114417,0.498760184,0.500177494
125,"Congressional District 2 (113th Congress), Florida",43252,57971,25.7,2.3,3,56.1,40.8,29.6,26.8,71.5,25.8,2.4,5.5,1.3,0.341099199,0.577085418,0.081815383,0.658900801,FL-02,FL,2,rep_southerland,R,369,201,4,0.350174216,0.642857143,0.352631579
126,"Congressional District 2 (113th Congress), Georgia",32894,47028,18.2,1.5,1.9,66.5,52.4,39.7,15.2,45.1,52.3,1.6,4.5,3.3,0.358730021,0.498302176,0.142967803,0.641269979,GA-02,GA,2,sanfordbishop,D,308,457,0,0.597385621,0.402614379,0.597385621
127,"Congressional District 2 (113th Congress), Hawaii",61256,77376,40.6,4.6,5.8,40.6,27.9,19.5,25.7,51.7,3,46.4,11.1,2.8,0.202446345,0.340518535,0.457035119,0.797553655,HI-02,HI,2,tulsigabbard,D,1402,1764,17,0.554194156,0.44046497,0.557169931
128,"Congressional District 2 (113th Congress), Idaho",44377,58485,25.5,2.2,2.6,55.2,39.3,26.3,26.5,93.3,1.1,2.1,12.7,6.8,0.298650014,0.459284734,0.242065252,0.701349986,ID-02,ID,2,congmikesimpson,R,139,71,0,0.338095238,0.661904762,0.338095238
129,"Congressional District 2 (113th Congress), Indiana",45024,57705,25.1,2,2.3,55,38.8,26,20,88.7,8,1.4,8.4,1.7,0.292684842,0.571626769,0.135688389,0.707315158,IN-02,IN,2,jackiewalorski,R,523,578,3,0.523550725,0.473731884,0.524977293
130,"Congressional District 2 (113th Congress), Iowa",48438,62249,29,2.5,2.9,51.5,36.6,25,26.4,93,4.5,2.4,5,3,0.362358376,0.325371689,0.312269935,0.637641624,IA-02,IA,2,daveloebsack,D,105,125,0,0.543478261,0.456521739,0.543478261
131,"Congressional District 2 (113th Congress), Kansas",46634,59484,26.8,2,2.8,53.3,37.8,26.2,26.9,91,6.1,1.9,5.8,2.5,0.372938305,0.340981828,0.286079867,0.627061695,KS-02,KS,2,replynnjenkins,R,1957,1265,7,0.391762155,0.606069991,0.392613284
132,"Congressional District 2 (113th Congress), Kentucky",43381,57055,25.4,1.7,2,56.1,41.2,29.2,17.7,91.8,6.7,1.5,3,2.1,0.511492023,0.369062776,0.119445202,0.488507977,KY-02,KY,2,repguthrie,R,51,36,0,0.413793103,0.586206897,0.413793103
133,"Congressional District 2 (113th Congress), Louisiana",35778,52304,22.1,2.1,2.4,62.7,49.1,37.2,20.1,32.4,63.1,2.9,5.8,1.8,0.042613743,0.92137737,0.036008887,0.957386257,LA-02,LA,2,reprichmond,D,601,428,6,0.41352657,0.580676329,0.415937804
134,"Congressional District 2 (113th Congress), Maine",41526,53746,23,1.5,1.8,58.1,43.1,30.4,21.5,97.4,1.1,1,1.1,3.3,0.765521324,0.146073798,0.088404877,0.234478676,ME-02,ME,2,repmikemichaud,D,263,210,0,0.44397463,0.55602537,0.44397463
135,"Congressional District 2 (113th Congress), Maryland",60398,74922,39.2,3.7,5.8,40.4,27.4,18.3,27.8,60,34,6,5.8,0.2,0.005321691,0.994678309,0,0.994678309,MD-02,MD,2,call_me_dutch,D,670,593,4,0.468034728,0.528808208,0.469517023
136,"Congressional District 2 (113th Congress), Massachusetts",61822,78710,41.1,5,6.7,41.2,29.6,21,36,88.3,5.6,5.4,8.6,0.6,0.183925582,0.732259545,0.083814873,0.816074418,MA-02,MA,2,repmcgovern,D,1277,693,8,0.350353893,0.645601618,0.35177665
137,"Congressional District 2 (113th Congress), Michigan",46703,59187,26.2,1.8,2.5,53.1,37.4,25.2,23,89,7.3,2.6,8.5,2.1,0.303119582,0.642051016,0.054829402,0.696880418,MI-02,MI,2,rephuizenga,R,2311,862,14,0.2704738,0.725133354,0.271667192
138,"Congressional District 2 (113th Congress), Minnesota",72307,87354,47.9,5.7,7.5,32.8,20.8,13.8,36.7,89.3,4.9,5.1,5.4,1.3,0.13103025,0.720353711,0.14861604,0.86896975,MN-02,MN,2,repjohnkline,R,1292,773,7,0.373069498,0.623552124,0.37433414
139,"Congressional District 2 (113th Congress), Mississippi",31251,44684,16.4,1.4,1.6,68.8,54.5,42.1,17.9,33.5,65.1,0.6,1.8,3.8,0.450685305,0.23475586,0.314558835,0.549314695,MS-02,MS,2,benniegthompson,D,104,133,0,0.561181435,0.438818565,0.561181435
140,"Congressional District 2 (113th Congress), Missouri",72298,98248,48.2,8.5,8,34,21.7,13.8,46.3,91.5,4.4,4.7,2.5,0.6,0.012664695,0.975597218,0.011738087,0.987335305,MO-02,MO,2,repannwagner,R,567,338,9,0.369803063,0.620350109,0.373480663
141,"Congressional District 2 (113th Congress), Nebraska",55679,73794,35.9,4.2,4.6,45.2,31.7,21.3,37,82.7,11.5,3.3,10.4,0.7,0.032136136,0.967863864,0,0.967863864,NE-02,NE,2,leeterryne,R,1943,1130,14,0.366051182,0.62941367,0.367718842
142,"Congressional District 2 (113th Congress), New Hampshire",63069,80073,42.2,5.2,6.1,40,26.8,17.8,33.9,95.8,1.5,2.9,2.9,1,0.529460088,0.267689415,0.202850497,0.470539912,NH-02,NH,2,repanniekuster,D,411,373,1,0.475159236,0.523566879,0.475765306
143,"Congressional District 2 (113th Congress), New Jersey",57378,74141,37.9,4,5.7,43.8,30.8,21.2,23.4,76.3,14.7,4.3,14.9,1.4,0.146700104,0.765037682,0.088262213,0.853299896,NJ-02,NJ,2,replobiondo,R,903,777,6,0.460854093,0.535587189,0.4625
144,"Congressional District 2 (113th Congress), New Mexico",38687,53526,23.2,1.5,2.7,60.7,45.8,33.2,19.5,82.6,2.2,0.9,52,8.3,0.310369029,0.285400611,0.40423036,0.689630971,NM-02,NM,2,repstevepearce,R,1130,1079,14,0.485380117,0.508322087,0.488456315
145,"Congressional District 2 (113th Congress), New York",85174,100146,56.6,8.2,11.3,27,16.9,11,27.3,78.6,10.1,3.7,21.9,0.1,0.011840951,0.988159049,0,0.988159049,NY-02,NY,2,reppeteking,R,945,761,8,0.443990665,0.55134189,0.446072685
146,"Congressional District 2 (113th Congress), North Carolina",49742,65425,30.6,3.4,3.7,50.2,36.3,24.2,27.3,75.7,17.8,4.1,10.9,1.4,0.354911363,0.415202316,0.22988632,0.645088637,NC-02,NC,2,repreneeellmers,R,2535,651,14,0.2034375,0.7921875,0.20433145
147,"Congressional District 2 (113th Congress), Ohio",49070,67514,30.9,4,4,50.9,36.8,25.6,28.5,89.7,9.5,1.6,1.5,0.7,0.251458118,0.619401785,0.129140097,0.748541882,OH-02,OH,2,bradwenstrup,R,180,356,4,0.659259259,0.333333333,0.664179104
148,"Congressional District 2 (113th Congress), Oklahoma",38050,49551,19.7,1.3,1.6,62.3,46.4,33.9,16.1,79.7,4.5,0.7,4.4,5.3,0.673114264,0.005670721,0.321215016,0.326885736,OK-02,OK,2,markwaynemullin,R,81,131,1,0.615023474,0.38028169,0.617924528
149,"Congressional District 2 (113th Congress), Oregon",42373,56083,24.1,2,2.2,57.3,41.5,28.9,22.2,93.5,1,1.7,12.6,6.9,0.360003835,0.375089173,0.264906993,0.639996165,OR-02,OR,2,repgregwalden,R,579,373,3,0.390575916,0.606282723,0.391806723
150,"Congressional District 2 (113th Congress), Pennsylvania",34897,61718,23.7,5,3.1,61.9,50.1,38.8,31.8,32.8,60.7,5.3,5.8,0.2,0,1,0,1,PA-02,PA,2,chakafattah,D,2251,913,13,0.28737803,0.70853006,0.288558786
151,"Congressional District 2 (113th Congress), Rhode Island",58744,75918,38.9,4.4,5.9,43,30.2,21.6,31,86.2,5,3.6,11,0.4,0.155257375,0.833348502,0.011394122,0.844742625,RI-02,RI,2,jimlangevin,D,783,754,5,0.488975357,0.507782101,0.490566038
152,"Congressional District 2 (113th Congress), Texas",70450,96209,47.2,9,8.1,35.1,23.3,14.4,38.4,73.6,12,7.7,30.7,3.7,0.017507286,0.982492714,0,0.982492714,TX-02,TX,2,judgetedpoe,R,1243,793,35,0.382906808,0.600193143,0.389489194
153,"Congressional District 2 (113th Congress), Utah",51276,66316,30.6,3.2,3.3,48.7,33.6,23.1,29.4,89.2,1.9,3,14.5,2.5,0.17307807,0.657546762,0.169375168,0.82692193,UT-02,UT,2,chrisstewart4ut,R,179,370,1,0.672727273,0.325454545,0.673952641
154,"Congressional District 2 (113th Congress), Virginia",60316,76734,38.5,4,5.4,40.9,26.2,16.7,30.3,70.8,23.8,6.5,7.2,0.7,0.103208966,0.896791034,0,0.896791034,VA-02,VA,2,repscottrigell,R,1478,1259,9,0.458485069,0.538237436,0.459992693
155,"Congressional District 2 (113th Congress), Washington",56690,69651,36.1,2.7,4.5,44.1,30.1,20,28.5,85.1,3.8,9.3,10.4,1,0.186618793,0.706518151,0.106863056,0.813381207,WA-02,WA,2,larsenrick,D,956,577,9,0.374189364,0.61997406,0.376386171
156,"Congressional District 2 (113th Congress), West Virginia",43963,59110,26.2,2.3,2.8,55.5,40.5,29.2,20.1,95.1,4.4,1.1,1.8,3.4,0.502284775,0.391494554,0.106220671,0.497715225,WV-02,WV,2,repshelley,R,532,441,3,0.451844262,0.545081967,0.45323741
157,"Congressional District 2 (113th Congress), Wisconsin",56859,72568,36.9,3.6,4.5,44,30.4,20.3,37.9,90.1,5.6,4.1,6,2.4,0.232988977,0.636162863,0.13084816,0.767011023,WI-02,WI,2,markpocan,D,237,172,1,0.419512195,0.57804878,0.420537897
158,"Congressional District 20 (113th Congress), Texas",45340,57850,26.5,1.8,2.7,54.6,38.9,26.8,22.6,80,5.5,3.5,68.4,0.6,0.004127275,0.995872725,0,0.995872725,TX-20,TX,20,castro4congress,D,439,560,37,0.540540541,0.423745174,0.560560561
159,"Congressional District 21 (113th Congress), California",37357,51110,19.8,1.4,2.3,62.9,46.6,32.1,8.3,70.1,5.4,4.1,71.4,28.1,0.157694185,0.465849985,0.37645583,0.842305815,CA-21,CA,21,dgvaladao,R,157,163,5,0.501538462,0.483076923,0.509375
160,"Congressional District 21 (113th Congress), Florida",54554,77149,36.4,5,5.5,45.8,31.7,21.3,34.2,81.7,13.5,4.1,20.5,0.4,0.005517862,0.994482138,0,0.994482138,FL-21,FL,21,repteddeutch,D,806,408,7,0.334152334,0.66011466,0.336079077
161,"Congressional District 21 (113th Congress), New York",48904,61513,28.9,2,3.1,51,36.3,24.6,21.4,94.1,3.8,1.4,2.8,2.3,0.649723025,0.182274708,0.168002267,0.350276975,NY-21,NY,21,billowensny,D,1089,715,12,0.393722467,0.599669604,0.396341463
162,"Congressional District 21 (113th Congress), Texas",58500,82071,39.1,6.4,6.3,43.2,30.1,20.6,44,88.8,4.1,3.8,27.2,1.6,0.222493999,0.692375024,0.085130977,0.777506001,TX-21,TX,21,lamarsmithtx21,R,543,180,22,0.241610738,0.72885906,0.248962656
163,"Congressional District 22 (113th Congress), California",52070,69747,33.4,3.7,4.9,48.3,34.3,23.6,23.2,76.1,3.9,8.4,45.3,8.5,0.079839035,0.818629108,0.101531857,0.920160965,CA-22,CA,22,devinnunes,R,875,382,7,0.30221519,0.692246835,0.30389817
164,"Congressional District 22 (113th Congress), Florida",52562,81252,34.4,6.8,4.6,47.4,33.4,23,35.5,83.5,12.3,2.6,20.5,1,0,1,0,1,FL-22,FL,22,reploisfrankel,D,324,219,5,0.399635036,0.591240876,0.403314917
165,"Congressional District 22 (113th Congress), New York",47249,60524,28.1,2,3.3,52.5,37.3,26.1,23.4,92.7,4.7,2.7,3.2,1.5,0.428299445,0.384136781,0.187563774,0.571700555,NY-22,NY,22,reprichardhanna,R,1450,695,1,0.323858341,0.675675676,0.324009324
166,"Congressional District 22 (113th Congress), Texas",82284,102026,54.1,10.1,10.1,29.8,20,13,39.9,66,13.4,18.2,24.8,4.4,0.071644705,0.91922502,0.009130275,0.928355295,TX-22,TX,22,peteolson,R,294,202,10,0.399209486,0.581027668,0.407258065
167,"Congressional District 23 (113th Congress), California",53342,69037,34.5,3.2,5.1,47,34.5,24.6,18.9,78.5,7.4,6.2,36.2,9,0.160111338,0.678951753,0.160936908,0.839888662,CA-23,CA,23,kevinomccarthy,R,293,450,5,0.601604278,0.39171123,0.605652759
168,"Congressional District 23 (113th Congress), Florida",52006,79495,35.2,6.4,5.6,48.4,35.4,25,36.2,78.6,12.7,4.2,38.5,0.3,0.000354231,0.999645769,0,0.999645769,FL-23,FL,23,dwstweets,D,1821,1334,31,0.418706842,0.571563089,0.422820919
169,"Congressional District 23 (113th Congress), New York",46201,59045,26.4,1.9,3,53.6,38.4,27.1,24.1,93.5,3.7,2.5,3.3,3.1,0.553965998,0.152359667,0.293674335,0.446034002,NY-23,NY,23,reptomreed,R,284,256,3,0.47145488,0.523020258,0.474074074
170,"Congressional District 23 (113th Congress), Texas",46956,66527,29.6,4,4.4,52.8,38.8,27.4,20.5,85.6,3.4,1.6,69.9,6,0.260913958,0.409014216,0.330071827,0.739086042,TX-23,TX,23,petegallego,D,642,847,46,0.551791531,0.418241042,0.568838146
171,"Congressional District 24 (113th Congress), California",59277,81318,39.6,5.8,6.1,42.7,29.9,20.5,31.2,82.2,2.7,5.9,34.5,6.9,0.11167756,0.765450254,0.122872186,0.88832244,CA-24,CA,24,reploiscapps,D,798,556,10,0.407624633,0.585043988,0.410635155
172,"Congressional District 24 (113th Congress), Florida",37264,51523,21.2,1.7,2.2,61.9,47.1,34.8,19.9,38.5,57.2,2.1,30.8,0.3,0,1,0,1,FL-24,FL,24,repwilson,D,838,695,7,0.451298701,0.544155844,0.453359426
173,"Congressional District 24 (113th Congress), New York",52248,66565,32.8,2.8,3.9,47.8,34.2,24.1,28,87.7,9.4,2.8,3.8,1.3,0.273110781,0.583569305,0.143319913,0.726889219,NY-24,NY,24,danmaffeiny,D,42,82,1,0.656,0.336,0.661290323
174,"Congressional District 24 (113th Congress), Texas",61195,88160,40.5,7.7,6.7,41,26.3,16.3,42.1,70.8,11.5,11.8,23.9,0.7,0.001038082,0.998961918,0,0.998961918,TX-24,TX,24,repkenmarchant,R,2441,575,37,0.188339338,0.799541435,0.190649867
175,"Congressional District 25 (113th Congress), California",71607,89045,47.9,7,8.1,35.6,23.7,16.3,26.5,68.2,9.4,9.6,36.6,0.7,0.069505472,0.915595923,0.014898605,0.930494528,CA-25,CA,25,buckmckeon,R,960,382,3,0.28401487,0.713754647,0.284649776
176,"Congressional District 25 (113th Congress), Florida",47581,62839,28.6,2.8,3.3,52.3,37.4,25.4,24.2,86.7,8.3,2.2,71.4,2,0.060669013,0.881525648,0.05780534,0.939330987,FL-25,FL,25,mariodb,R,902,753,34,0.445825933,0.534043813,0.454984894
177,"Congressional District 25 (113th Congress), New York",50883,67585,32.9,3.4,4.1,49.2,35.7,24.9,35.4,77.8,17.1,4,7.7,0.3,0.040904101,0.940413303,0.018682596,0.959095899,NY-25,NY,25,louiseslaughter,D,916,390,4,0.297709924,0.699236641,0.298621746
178,"Congressional District 25 (113th Congress), Texas",58381,82057,38.9,6.6,5.6,43.2,29.2,19.8,34,86.3,8.4,3.3,18.1,2.6,0.35786986,0.467879899,0.174250241,0.64213014,TX-25,TX,25,rogerwilliamstx,R,659,774,19,0.533057851,0.453856749,0.540125611
179,"Congressional District 26 (113th Congress), California",72661,95338,48.3,8.6,8.5,34.8,23.2,15.9,31.2,79.6,2.6,8.3,43.7,5.8,0.034059404,0.910287236,0.055653359,0.965940596,CA-26,CA,26,juliabrownley,D,256,194,3,0.428256071,0.565121413,0.431111111
180,"Congressional District 26 (113th Congress), Florida",50200,66374,31.3,3.4,3.9,49.8,35.3,24.5,26.6,85.6,10.8,2.2,68.5,1.9,0.036729749,0.785495361,0.17777489,0.963270251,FL-26,FL,26,joegarcia,D,1028,1252,3,0.548401226,0.450284713,0.549122807
181,"Congressional District 26 (113th Congress), New York",42320,56826,26.1,2,2.8,56.5,42.6,31.3,28.6,76,19.3,3.7,5.3,0.2,0.003730735,0.996269265,0,0.996269265,NY-26,NY,26,repbrianhiggins,D,1695,1470,12,0.462700661,0.533522191,0.464454976
182,"Congressional District 26 (113th Congress), Texas",76861,93639,51.1,7.1,8.6,30.6,19.8,12.7,39.4,84.7,8.1,6.1,17.3,1.6,0.069874135,0.886640366,0.043485499,0.930125865,TX-26,TX,26,michaelcburgess,R,2159,851,39,0.279107904,0.708101017,0.282724252
183,"Congressional District 27 (113th Congress), California",66850,92096,44.8,8.7,7.6,38.3,26.8,18.7,39.8,48.3,5.3,38.7,27.1,0.3,0.002105084,0.997775177,0.000119739,0.997894916,CA-27,CA,27,repjudychu,D,777,440,5,0.360065466,0.635842881,0.361544782
184,"Congressional District 27 (113th Congress), Florida",39694,70470,27.6,6.3,4,58.5,45.6,33.6,28.2,88,8.6,2,73,0.7,0.000165642,0.999834358,0,0.999834358,FL-27,FL,27,roslehtinen,R,2139,1000,17,0.316856781,0.677756654,0.318572794
185,"Congressional District 27 (113th Congress), New York",58161,72721,36.7,3.3,4.6,42.2,28.4,18.6,28.2,95,3.1,1.3,2.5,1.9,0.416817458,0.363537545,0.219644998,0.583182542,NY-27,NY,27,collinsny27,R,127,106,1,0.452991453,0.542735043,0.454935622
186,"Congressional District 27 (113th Congress), Texas",46092,61995,28.2,2.7,3.2,53.4,39.1,26.8,18.2,87.1,6.3,1.7,50.1,5.5,0.282056018,0.516880615,0.201063367,0.717943982,TX-27,TX,27,farenthold,R,1815,1204,86,0.387761675,0.584541063,0.398807552
187,"Congressional District 28 (113th Congress), California",52938,81167,36.7,7.5,5.7,47.3,35.5,25.9,41.6,72.8,3.5,15.2,26.1,0.2,0.001264043,0.998735957,0,0.998735957,CA-28,CA,28,repadamschiff,D,917,474,8,0.338813438,0.655468192,0.340762042
188,"Congressional District 28 (113th Congress), Texas",41881,55486,24.6,1.8,2.4,57.2,42.8,31.2,17.2,87.2,5.1,1.3,76.7,3.5,0.196658092,0.671836655,0.131505252,0.803341908,TX-28,TX,28,repcuellar,D,1036,600,39,0.358208955,0.618507463,0.366748166
189,"Congressional District 29 (113th Congress), Texas",37120,48176,19.1,0.9,1.5,63.1,47.2,32.8,8.5,69.9,10.4,2,76.5,1.7,0.000539126,0.999460874,0,0.999460874,TX-29,TX,29,repgenegreen,D,166,105,8,0.376344086,0.594982079,0.387453875
190,"Congressional District 3 (113th Congress), Alabama",39956,53634,23.6,1.8,2.4,59.4,45.2,32.9,19.6,72.1,26,1.4,2.8,1.4,0.50835988,0.350864804,0.140775316,0.49164012,AL-03,AL,3,repmikerogersal,R,1066,646,16,0.373842593,0.616898148,0.377336449
191,"Congressional District 3 (113th Congress), Arizona",40551,52018,21.9,1,2.1,59.2,43.5,30.5,15.4,74.8,5.2,2.2,62.1,3.6,0.123384072,0.723215116,0.153400812,0.876615928,AZ-03,AZ,3,repraulgrijalva,D,1134,393,12,0.255360624,0.736842105,0.257367387
192,"Congressional District 3 (113th Congress), Arkansas",42700,59233,25,2.6,3.3,56.8,40.9,28.1,24,88.2,3.6,2.9,13,2.3,0.339101069,0.557421515,0.103477416,0.660898931,AR-03,AR,3,rep_stevewomack,R,1089,939,7,0.461425061,0.535135135,0.463017751
193,"Congressional District 3 (113th Congress), California",54849,73019,36,4.2,5.5,45.5,32.1,22.2,23.6,70.1,7.4,13.3,27.9,5.3,0.147480824,0.677380468,0.175138708,0.852519176,CA-03,CA,3,repgaramendi,D,2068,1034,12,0.332048812,0.664097624,0.333333333
194,"Congressional District 3 (113th Congress), Colorado",47466,63330,28.8,2.9,3.4,52.1,37.1,25.6,28.9,90.2,1.4,1.1,24.2,5.5,0.414833394,0.319272483,0.265894123,0.585166606,CO-03,CO,3,reptipton,R,544,268,2,0.329238329,0.668304668,0.330049261
195,"Congressional District 3 (113th Congress), Connecticut",61625,80986,41.4,5.5,6.8,41,29.5,20.5,33.5,77.8,14.4,4.5,13.2,0.3,0.030172815,0.969827185,0,0.969827185,CT-03,CT,3,rosadelauro,D,1714,751,8,0.303679741,0.693085321,0.304665314
196,"Congressional District 3 (113th Congress), Florida",43835,58601,26.3,2.4,2.8,55.7,40.5,29,23.7,81.1,14.8,3.7,8,2.4,0.453830076,0.437855865,0.108314059,0.546169924,FL-03,FL,3,tedyoho,R,111,336,1,0.75,0.247767857,0.751677852
197,"Congressional District 3 (113th Congress), Georgia",51618,66941,32.2,3.3,4,48.5,34.1,24.4,23.8,73.2,24.7,2.2,5.5,0.7,0.396572354,0.442632904,0.160794742,0.603427646,GA-03,GA,3,repwestmoreland,R,1116,581,9,0.34056272,0.654161782,0.342368886
198,"Congressional District 3 (113th Congress), Indiana",48010,60993,26.3,2.1,2.4,51.9,34.6,22.7,21.1,90.3,7.2,1.9,5.6,1.7,0.338511693,0.439737267,0.22175104,0.661488307,IN-03,IN,3,repstutzman,R,592,230,7,0.277442702,0.71411339,0.279805353
